Date,Channel,Campaign,Spend,Impressions,Clicks,Leads,MQLs,SQLs,Customers,Revenue
2024-10-14,Email,Abandoned Cart Series,4457.0,39511,1128,268,199,123,34,136702.0
2024-10-14,Email,Post-Purchase Upsell,3068.0,18530,613,108,80,46,15,46397.0
2024-10-14,Email,Weekly Newsletter,4025.0,29934,979,217,162,102,30,105437.0
2024-10-14,Email,Win-Back Campaign,3085.0,24418,772,137,89,50,16,50519.0
2024-10-14,Google Ads,Performance Max - New Customers,29108.0,23297,934,110,76,35,8,50537.0
2024-10-14,Google Ads,Search - Brand,25755.0,37068,1572,163,106,50,11,57517.0
2024-10-14,Google Ads,Search - Non-Brand,36458.0,53131,2191,232,135,64,12,61885.0
2024-10-14,Google Ads,Shopping - Bestsellers,16632.0,17907,727,63,40,24,6,26933.0
2024-10-14,LinkedIn Ads,InMail - Account Based Marketing,17114.0,15324,116,6,5,3,1,23734.0
2024-10-14,LinkedIn Ads,Lead Gen Forms - Enterprise,25858.0,34175,232,15,11,7,2,33752.0
2024-10-14,LinkedIn Ads,Sponsored Content - Decision Makers,26850.0,31660,175,9,6,3,1,15740.0
2024-10-14,Meta Ads,Advantage+ Shopping,24307.0,65531,1784,141,72,35,5,21369.0
2024-10-14,Meta Ads,Prospecting - Lookalike 1%,27958.0,99388,1695,131,69,28,4,20407.0
2024-10-14,Meta Ads,Retargeting - Cart Abandoners,22349.0,116014,2067,143,82,42,6,20755.0
2024-10-14,Meta Ads,Video Views - Brand Awareness,17610.0,49254,1114,98,50,20,3,12304.0
2024-10-14,YouTube,Bumper Ads - Retargeting,12797.0,279939,2288,82,35,15,1,4315.0
2024-10-14,YouTube,Discovery Ads - Product Demo,18240.0,150443,1754,37,14,5,1,5012.0
2024-10-14,YouTube,In-Stream - Brand Awareness,18883.0,132387,2317,67,32,14,1,4892.0
2024-10-21,Affiliate,Cashback Partners,9812.0,34279,1104,73,39,21,3,13371.0
2024-10-21,Affiliate,Content & Review Partners,11641.0,77838,2302,162,73,38,7,25194.0
2024-10-21,Affiliate,Coupon & Deals Partners,16381.0,112355,3214,222,121,62,14,66694.0
2024-10-21,Email,Abandoned Cart Series,4000.0,42902,1501,301,193,126,32,106017.0
2024-10-21,Email,Post-Purchase Upsell,3227.0,22024,836,182,135,81,22,74715.0
2024-10-21,Email,Weekly Newsletter,4440.0,34459,1230,207,142,81,26,100768.0
2024-10-21,Email,Win-Back Campaign,3033.0,34470,1031,215,153,85,22,80722.0
2024-10-21,Google Ads,Performance Max - New Customers,32919.0,45859,1730,214,121,70,16,99617.0
2024-10-21,Google Ads,Search - Brand,24087.0,24043,791,97,65,31,6,37418.0
2024-10-21,Google Ads,Search - Non-Brand,34801.0,28164,1417,153,93,48,9,58781.0
2024-10-21,Google Ads,Shopping - Bestsellers,19212.0,12814,652,59,39,21,5,31888.0
2024-10-21,LinkedIn Ads,InMail - Account Based Marketing,17547.0,31590,185,12,8,4,1,17148.0
2024-10-21,LinkedIn Ads,Lead Gen Forms - Enterprise,24675.0,27709,165,8,6,3,1,17961.0
2024-10-21,LinkedIn Ads,Sponsored Content - Decision Makers,30888.0,38687,203,15,10,6,1,23137.0
2024-10-21,Meta Ads,Advantage+ Shopping,28046.0,189980,2880,158,75,40,6,21629.0
2024-10-21,Meta Ads,Prospecting - Lookalike 1%,28215.0,91402,1748,134,74,34,5,16968.0
2024-10-21,Meta Ads,Retargeting - Cart Abandoners,21832.0,45200,1294,95,47,24,4,14923.0
2024-10-21,Meta Ads,Video Views - Brand Awareness,16435.0,65016,1269,70,39,16,3,10331.0
2024-10-21,YouTube,Bumper Ads - Retargeting,11763.0,104605,1587,37,15,6,1,4537.0
2024-10-21,YouTube,Discovery Ads - Product Demo,18300.0,131593,1623,64,29,9,1,4891.0
2024-10-21,YouTube,In-Stream - Brand Awareness,19357.0,245233,3564,114,56,24,3,10615.0
2024-10-28,Affiliate,Cashback Partners,11253.0,47988,1724,152,75,33,6,24357.0
2024-10-28,Affiliate,Content & Review Partners,14795.0,87759,1776,164,98,40,8,39989.0
2024-10-28,Affiliate,Coupon & Deals Partners,18510.0,107241,3896,284,130,54,10,35600.0
2024-10-28,Email,Abandoned Cart Series,4147.0,29940,1119,211,135,83,21,85269.0
2024-10-28,Email,Post-Purchase Upsell,2858.0,17815,577,106,75,47,13,55583.0
2024-10-28,Email,Weekly Newsletter,4018.0,24581,785,128,87,61,16,66669.0
2024-10-28,Email,Win-Back Campaign,2966.0,23854,867,148,92,60,16,66767.0
2024-10-28,Google Ads,Performance Max - New Customers,33600.0,27314,1385,172,101,46,9,40854.0
2024-10-28,Google Ads,Search - Brand,27723.0,28409,1168,117,71,36,7,31993.0
2024-10-28,Google Ads,Search - Non-Brand,42298.0,36120,1828,200,111,53,10,65466.0
2024-10-28,Google Ads,Shopping - Bestsellers,16698.0,13241,665,71,46,22,5,28796.0
2024-10-28,LinkedIn Ads,InMail - Account Based Marketing,16069.0,26949,149,11,7,4,1,22102.0
2024-10-28,LinkedIn Ads,Lead Gen Forms - Enterprise,22089.0,17410,144,9,7,3,1,21779.0
2024-10-28,LinkedIn Ads,Sponsored Content - Decision Makers,24483.0,25141,212,13,9,5,1,19139.0
2024-10-28,Meta Ads,Advantage+ Shopping,26506.0,80293,1726,103,57,28,4,16879.0
2024-10-28,Meta Ads,Prospecting - Lookalike 1%,30908.0,184925,3014,265,138,68,8,28905.0
2024-10-28,Meta Ads,Retargeting - Cart Abandoners,23067.0,67713,1291,105,57,24,3,10570.0
2024-10-28,Meta Ads,Video Views - Brand Awareness,16125.0,49022,1020,66,31,15,2,7497.0
2024-10-28,YouTube,Bumper Ads - Retargeting,12904.0,145904,2341,86,35,13,2,7768.0
2024-10-28,YouTube,Discovery Ads - Product Demo,18788.0,124782,2152,52,26,8,1,5339.0
2024-10-28,YouTube,In-Stream - Brand Awareness,23347.0,292435,2808,100,38,16,2,8576.0
2024-11-04,Affiliate,Cashback Partners,10289.0,51007,1776,151,88,43,9,40903.0
2024-11-04,Affiliate,Content & Review Partners,11850.0,53803,1346,82,48,22,4,14712.0
2024-11-04,Affiliate,Coupon & Deals Partners,15357.0,57107,1867,137,66,28,4,17753.0
2024-11-04,Email,Abandoned Cart Series,3596.0,28168,764,156,108,72,18,59479.0
2024-11-04,Email,Post-Purchase Upsell,3483.0,38358,1163,185,133,93,26,90699.0
2024-11-04,Email,Weekly Newsletter,3855.0,28196,1029,211,153,96,26,88205.0
2024-11-04,Email,Win-Back Campaign,3120.0,21665,740,161,118,70,23,72750.0
2024-11-04,Google Ads,Performance Max - New Customers,32752.0,29559,1057,94,59,31,7,37525.0
2024-11-04,Google Ads,Search - Brand,28902.0,39636,1340,126,78,46,9,54861.0
2024-11-04,Google Ads,Search - Non-Brand,39518.0,54358,2088,232,151,78,15,89823.0
2024-11-04,Google Ads,Shopping - Bestsellers,19902.0,20138,837,85,48,26,5,29014.0
2024-11-04,LinkedIn Ads,InMail - Account Based Marketing,16931.0,11082,109,7,5,3,1,21661.0
2024-11-04,LinkedIn Ads,Lead Gen Forms - Enterprise,19121.0,13924,132,9,7,4,1,18983.0
2024-11-04,LinkedIn Ads,Sponsored Content - Decision Makers,26603.0,22895,212,10,6,4,1,20249.0
2024-11-04,Meta Ads,Advantage+ Shopping,26096.0,85768,2417,189,102,54,7,31510.0
2024-11-04,Meta Ads,Prospecting - Lookalike 1%,31898.0,124329,3161,208,125,54,7,27808.0
2024-11-04,Meta Ads,Retargeting - Cart Abandoners,22256.0,62935,1398,82,43,23,4,16390.0
2024-11-04,Meta Ads,Video Views - Brand Awareness,16472.0,73415,1614,106,62,28,5,23237.0
2024-11-04,YouTube,Bumper Ads - Retargeting,12368.0,113767,1444,41,19,7,1,3778.0
2024-11-04,YouTube,Discovery Ads - Product Demo,17253.0,108872,1609,57,24,8,1,5053.0
2024-11-04,YouTube,In-Stream - Brand Awareness,19863.0,195715,3193,85,41,16,2,8693.0
2024-11-11,Affiliate,Cashback Partners,9303.0,55088,1529,114,60,30,6,24214.0
2024-11-11,Affiliate,Content & Review Partners,11856.0,121555,2475,162,86,40,9,42417.0
2024-11-11,Affiliate,Coupon & Deals Partners,17850.0,121225,2439,215,105,51,8,28276.0
2024-11-11,Email,Abandoned Cart Series,4275.0,36159,920,144,103,63,19,78067.0
2024-11-11,Email,Post-Purchase Upsell,3127.0,18872,627,150,109,65,18,61445.0
2024-11-11,Email,Weekly Newsletter,3873.0,30385,797,189,140,79,24,107743.0
2024-11-11,Email,Win-Back Campaign,2763.0,28802,943,215,140,78,26,104546.0
2024-11-11,Google Ads,Performance Max - New Customers,30344.0,27585,1331,140,92,48,9,54355.0
2024-11-11,Google Ads,Search - Brand,25617.0,21826,1090,113,63,36,8,48959.0
2024-11-11,Google Ads,Search - Non-Brand,33851.0,26294,1292,142,86,47,11,71646.0
2024-11-11,Google Ads,Shopping - Bestsellers,14271.0,16709,744,85,58,29,5,32517.0
2024-11-11,LinkedIn Ads,InMail - Account Based Marketing,17515.0,12944,119,7,6,3,1,18614.0
2024-11-11,LinkedIn Ads,Lead Gen Forms - Enterprise,22698.0,18585,145,10,7,3,1,22024.0
2024-11-11,LinkedIn Ads,Sponsored Content - Decision Makers,28129.0,32947,180,13,8,4,1,19791.0
2024-11-11,Meta Ads,Advantage+ Shopping,27615.0,128109,2621,207,113,48,8,24939.0
2024-11-11,Meta Ads,Prospecting - Lookalike 1%,31580.0,115832,2415,136,67,36,5,18755.0
2024-11-11,Meta Ads,Retargeting - Cart Abandoners,21385.0,59965,1544,95,53,26,4,14208.0
2024-11-11,Meta Ads,Video Views - Brand Awareness,17605.0,40680,935,77,41,21,3,13561.0
2024-11-11,YouTube,Bumper Ads - Retargeting,12165.0,60276,1054,37,14,5,1,3784.0
2024-11-11,YouTube,Discovery Ads - Product Demo,15756.0,91194,1396,49,24,10,1,3737.0
2024-11-11,YouTube,In-Stream - Brand Awareness,17970.0,119073,1686,48,23,8,1,4445.0
2024-11-18,Affiliate,Cashback Partners,10631.0,65656,1449,130,71,34,6,29593.0
2024-11-18,Affiliate,Content & Review Partners,14958.0,104339,2478,211,109,45,10,38670.0
2024-11-18,Affiliate,Coupon & Deals Partners,16914.0,55366,2068,148,84,44,8,29053.0
2024-11-18,Email,Abandoned Cart Series,4353.0,35749,983,218,146,87,28,98422.0
2024-11-18,Email,Post-Purchase Upsell,3666.0,32109,995,232,156,100,31,133521.0
2024-11-18,Email,Weekly Newsletter,4644.0,25762,1142,220,158,102,30,91894.0
2024-11-18,Email,Win-Back Campaign,3083.0,27180,708,133,84,49,15,45257.0
2024-11-18,Google Ads,Performance Max - New Customers,31840.0,23777,1117,131,81,46,9,46744.0
2024-11-18,Google Ads,Search - Brand,21753.0,24722,1053,127,84,47,9,46682.0
2024-11-18,Google Ads,Search - Non-Brand,35001.0,50882,1906,186,106,56,13,59200.0
2024-11-18,Google Ads,Shopping - Bestsellers,14750.0,15768,628,59,39,20,4,18752.0
2024-11-18,LinkedIn Ads,InMail - Account Based Marketing,14631.0,17124,113,5,4,2,1,15835.0
2024-11-18,LinkedIn Ads,Lead Gen Forms - Enterprise,20729.0,26019,193,11,8,5,1,20911.0
2024-11-18,LinkedIn Ads,Sponsored Content - Decision Makers,22691.0,18499,158,9,6,3,1,24474.0
2024-11-18,Meta Ads,Advantage+ Shopping,23921.0,105639,2569,193,89,40,7,29965.0
2024-11-18,Meta Ads,Prospecting - Lookalike 1%,28354.0,83871,2492,147,72,38,5,18970.0
2024-11-18,Meta Ads,Retargeting - Cart Abandoners,22544.0,122469,2129,148,72,31,4,15260.0
2024-11-18,Meta Ads,Video Views - Brand Awareness,15740.0,63617,1153,95,56,30,4,14735.0
2024-11-18,YouTube,Bumper Ads - Retargeting,11988.0,70057,1005,33,12,5,1,4596.0
2024-11-18,YouTube,Discovery Ads - Product Demo,17969.0,142959,2120,52,19,8,1,3830.0
2024-11-18,YouTube,In-Stream - Brand Awareness,19569.0,186190,2751,108,50,19,2,10631.0
2024-11-25,Affiliate,Cashback Partners,11012.0,63217,1445,133,71,30,6,24840.0
2024-11-25,Affiliate,Content & Review Partners,13704.0,73621,1944,165,84,44,10,39055.0
2024-11-25,Affiliate,Coupon & Deals Partners,16737.0,97743,2864,277,159,73,15,61009.0
2024-11-25,Email,Abandoned Cart Series,3433.0,20090,790,140,103,64,17,72787.0
2024-11-25,Email,Post-Purchase Upsell,2758.0,17648,585,96,61,41,12,49697.0
2024-11-25,Email,Weekly Newsletter,3712.0,26899,677,145,100,63,20,89774.0
2024-11-25,Email,Win-Back Campaign,3043.0,27164,1087,184,111,65,21,67447.0
2024-11-25,Google Ads,Performance Max - New Customers,33458.0,34857,1399,151,95,55,10,48954.0
2024-11-25,Google Ads,Search - Brand,23505.0,29217,1073,124,85,45,10,63078.0
2024-11-25,Google Ads,Search - Non-Brand,41437.0,32233,1605,195,130,68,13,57652.0
2024-11-25,Google Ads,Shopping - Bestsellers,18004.0,11734,609,73,50,25,5,24949.0
2024-11-25,LinkedIn Ads,InMail - Account Based Marketing,17681.0,18580,159,11,8,4,1,22559.0
2024-11-25,LinkedIn Ads,Lead Gen Forms - Enterprise,24593.0,25499,178,12,9,5,2,41773.0
2024-11-25,LinkedIn Ads,Sponsored Content - Decision Makers,25578.0,23410,215,13,9,5,1,24780.0
2024-11-25,Meta Ads,Advantage+ Shopping,23127.0,55834,1480,84,38,18,3,13295.0
2024-11-25,Meta Ads,Prospecting - Lookalike 1%,25347.0,83933,2056,118,70,29,3,14643.0
2024-11-25,Meta Ads,Retargeting - Cart Abandoners,22302.0,74230,1777,105,50,23,3,13061.0
2024-11-25,Meta Ads,Video Views - Brand Awareness,16719.0,69275,1283,91,44,22,3,10922.0
2024-11-25,YouTube,Bumper Ads - Retargeting,12656.0,97685,1227,36,13,5,1,5056.0
2024-11-25,YouTube,Discovery Ads - Product Demo,15963.0,158138,2411,70,33,11,1,4036.0
2024-11-25,YouTube,In-Stream - Brand Awareness,20251.0,117850,1869,74,33,11,1,5133.0
2024-12-02,Affiliate,Cashback Partners,8001.0,77193,1757,143,70,35,6,22987.0
2024-12-02,Affiliate,Content & Review Partners,10261.0,63599,1805,155,82,35,6,25146.0
2024-12-02,Affiliate,Coupon & Deals Partners,12324.0,42194,1555,117,54,22,4,16225.0
2024-12-02,Email,Abandoned Cart Series,3080.0,25971,712,146,100,69,20,83462.0
2024-12-02,Email,Post-Purchase Upsell,2252.0,12080,543,105,68,43,11,35924.0
2024-12-02,Email,Weekly Newsletter,3280.0,22117,671,111,73,44,12,53171.0
2024-12-02,Email,Win-Back Campaign,2105.0,11410,497,102,72,49,16,52999.0
2024-12-02,Google Ads,Performance Max - New Customers,25547.0,19709,952,90,53,32,6,32075.0
2024-12-02,Google Ads,Search - Brand,22666.0,24421,1054,102,59,28,5,32442.0
2024-12-02,Google Ads,Search - Non-Brand,30042.0,22437,1024,95,55,31,6,38455.0
2024-12-02,Google Ads,Shopping - Bestsellers,13755.0,14439,686,79,48,28,5,22047.0
2024-12-02,LinkedIn Ads,InMail - Account Based Marketing,14647.0,19469,154,7,5,3,1,19627.0
2024-12-02,LinkedIn Ads,Lead Gen Forms - Enterprise,19710.0,16662,124,6,4,2,1,17105.0
2024-12-02,LinkedIn Ads,Sponsored Content - Decision Makers,20925.0,29941,212,10,8,4,1,17271.0
2024-12-02,Meta Ads,Advantage+ Shopping,21365.0,78466,1410,121,58,31,5,17648.0
2024-12-02,Meta Ads,Prospecting - Lookalike 1%,22683.0,70094,1511,131,76,40,6,26382.0
2024-12-02,Meta Ads,Retargeting - Cart Abandoners,18682.0,70569,1399,103,47,19,3,9306.0
2024-12-02,Meta Ads,Video Views - Brand Awareness,12509.0,49048,1029,62,37,16,3,10050.0
2024-12-02,YouTube,Bumper Ads - Retargeting,10394.0,58938,971,33,14,6,1,4461.0
2024-12-02,YouTube,Discovery Ads - Product Demo,14312.0,89456,1229,37,17,5,1,4498.0
2024-12-02,YouTube,In-Stream - Brand Awareness,15862.0,270452,2245,53,19,6,1,4086.0
2024-12-09,Affiliate,Cashback Partners,9303.0,34800,1151,99,58,28,4,17495.0
2024-12-09,Affiliate,Content & Review Partners,10260.0,48507,1541,123,63,34,7,34642.0
2024-12-09,Affiliate,Coupon & Deals Partners,14062.0,84984,2937,227,133,57,12,56686.0
2024-12-09,Email,Abandoned Cart Series,2751.0,22141,603,102,64,39,10,35204.0
2024-12-09,Email,Post-Purchase Upsell,2195.0,12848,564,93,58,37,13,46524.0
2024-12-09,Email,Weekly Newsletter,2966.0,20173,636,105,71,43,12,41680.0
2024-12-09,Email,Win-Back Campaign,2093.0,18387,780,138,85,53,14,58235.0
2024-12-09,Google Ads,Performance Max - New Customers,31140.0,34406,1379,168,99,55,13,59997.0
2024-12-09,Google Ads,Search - Brand,22891.0,38093,1377,146,98,45,9,54392.0
2024-12-09,Google Ads,Search - Non-Brand,29750.0,43554,1564,159,99,57,13,76945.0
2024-12-09,Google Ads,Shopping - Bestsellers,13846.0,20187,721,75,44,25,6,36996.0
2024-12-09,LinkedIn Ads,InMail - Account Based Marketing,11780.0,9891,79,5,3,2,1,22278.0
2024-12-09,LinkedIn Ads,Lead Gen Forms - Enterprise,17299.0,18590,111,6,4,2,1,15261.0
2024-12-09,LinkedIn Ads,Sponsored Content - Decision Makers,19228.0,32161,203,15,9,6,1,20290.0
2024-12-09,Meta Ads,Advantage+ Shopping,23595.0,98014,1876,132,65,29,4,16450.0
2024-12-09,Meta Ads,Prospecting - Lookalike 1%,22935.0,74225,1735,95,54,24,4,16837.0
2024-12-09,Meta Ads,Retargeting - Cart Abandoners,20125.0,120159,2106,119,59,25,4,16514.0
2024-12-09,Meta Ads,Video Views - Brand Awareness,16443.0,65585,1464,82,41,21,3,12837.0
2024-12-09,YouTube,Bumper Ads - Retargeting,12141.0,94882,1372,46,22,8,1,3852.0
2024-12-09,YouTube,Discovery Ads - Product Demo,16624.0,97230,1521,43,16,6,1,4623.0
2024-12-09,YouTube,In-Stream - Brand Awareness,18984.0,254724,2214,54,25,8,1,4710.0
2024-12-16,Affiliate,Cashback Partners,7005.0,21450,812,53,29,14,2,9994.0
2024-12-16,Affiliate,Content & Review Partners,10398.0,67044,1975,155,90,48,10,39795.0
2024-12-16,Affiliate,Coupon & Deals Partners,14663.0,67566,2027,138,73,33,6,26440.0
2024-12-16,Email,Abandoned Cart Series,3592.0,15876,712,136,95,53,17,66701.0
2024-12-16,Email,Post-Purchase Upsell,2750.0,18005,666,138,97,62,20,85791.0
2024-12-16,Email,Weekly Newsletter,3329.0,25039,753,154,95,60,16,64361.0
2024-12-16,Email,Win-Back Campaign,2376.0,15556,625,141,101,64,18,79530.0
2024-12-16,Google Ads,Performance Max - New Customers,24910.0,30030,1482,144,93,52,10,61178.0
2024-12-16,Google Ads,Search - Brand,18485.0,26534,921,113,69,33,8,42226.0
2024-12-16,Google Ads,Search - Non-Brand,26046.0,31282,1401,163,95,56,13,81464.0
2024-12-16,Google Ads,Shopping - Bestsellers,14728.0,13046,533,64,40,23,5,30243.0
2024-12-16,LinkedIn Ads,InMail - Account Based Marketing,13801.0,10362,95,5,3,2,0,0.0
2024-12-16,LinkedIn Ads,Lead Gen Forms - Enterprise,16330.0,15428,105,6,4,3,1,21497.0
2024-12-16,LinkedIn Ads,Sponsored Content - Decision Makers,22250.0,25522,170,10,7,4,1,22105.0
2024-12-16,Meta Ads,Advantage+ Shopping,22888.0,80553,1564,80,43,23,3,10087.0
2024-12-16,Meta Ads,Prospecting - Lookalike 1%,20135.0,51804,1098,89,46,25,3,11721.0
2024-12-16,Meta Ads,Retargeting - Cart Abandoners,19172.0,75327,1542,138,74,37,6,28929.0
2024-12-16,Meta Ads,Video Views - Brand Awareness,12850.0,33079,911,52,28,14,3,9770.0
2024-12-16,YouTube,Bumper Ads - Retargeting,9162.0,51514,919,23,10,3,0,0.0
2024-12-16,YouTube,Discovery Ads - Product Demo,13291.0,62068,1116,38,17,7,1,4539.0
2024-12-16,YouTube,In-Stream - Brand Awareness,15690.0,117096,1834,37,16,5,1,3569.0
2024-12-23,Affiliate,Cashback Partners,9560.0,58012,1833,151,78,38,8,34867.0
2024-12-23,Affiliate,Content & Review Partners,12241.0,73571,1475,98,52,25,4,14168.0
2024-12-23,Affiliate,Coupon & Deals Partners,16931.0,124331,3588,344,190,88,16,56926.0
2024-12-23,Email,Abandoned Cart Series,3630.0,33307,961,181,121,76,21,72848.0
2024-12-23,Email,Post-Purchase Upsell,2646.0,15294,650,119,79,54,14,54480.0
2024-12-23,Email,Weekly Newsletter,3239.0,20464,766,151,111,62,17,73078.0
2024-12-23,Email,Win-Back Campaign,2433.0,14576,557,103,67,40,13,46707.0
2024-12-23,Google Ads,Performance Max - New Customers,29534.0,23828,930,103,64,38,7,37151.0
2024-12-23,Google Ads,Search - Brand,17879.0,21455,902,95,61,31,7,44863.0
2024-12-23,Google Ads,Search - Non-Brand,27731.0,21907,998,106,61,35,9,53892.0
2024-12-23,Google Ads,Shopping - Bestsellers,14631.0,14912,712,71,50,29,6,36567.0
2024-12-23,LinkedIn Ads,InMail - Account Based Marketing,14200.0,21785,135,7,5,3,1,17223.0
2024-12-23,LinkedIn Ads,Lead Gen Forms - Enterprise,19682.0,26967,204,12,8,5,1,24736.0
2024-12-23,LinkedIn Ads,Sponsored Content - Decision Makers,19772.0,28490,183,10,7,4,1,17064.0
2024-12-23,Meta Ads,Advantage+ Shopping,21329.0,55058,1548,108,50,20,3,14562.0
2024-12-23,Meta Ads,Prospecting - Lookalike 1%,25099.0,95269,1506,106,57,26,4,16878.0
2024-12-23,Meta Ads,Retargeting - Cart Abandoners,19849.0,97600,2107,123,72,40,5,16927.0
2024-12-23,Meta Ads,Video Views - Brand Awareness,15130.0,52273,1034,90,45,24,4,16253.0
2024-12-23,YouTube,Bumper Ads - Retargeting,10765.0,74132,1282,49,18,7,1,5147.0
2024-12-23,YouTube,Discovery Ads - Product Demo,13684.0,201031,2237,57,26,8,1,4432.0
2024-12-23,YouTube,In-Stream - Brand Awareness,17612.0,202131,1673,61,28,11,1,5171.0
2024-12-30,Affiliate,Cashback Partners,8698.0,31923,1012,96,46,24,5,19775.0
2024-12-30,Affiliate,Content & Review Partners,12405.0,83393,1741,150,76,41,9,42920.0
2024-12-30,Affiliate,Coupon & Deals Partners,14157.0,79826,2302,180,93,40,8,29595.0
2024-12-30,Email,Abandoned Cart Series,3366.0,20862,881,153,106,62,19,58378.0
2024-12-30,Email,Post-Purchase Upsell,2271.0,27942,871,178,133,75,23,92899.0
2024-12-30,Email,Weekly Newsletter,3906.0,33217,837,189,133,85,23,74151.0
2024-12-30,Email,Win-Back Campaign,2271.0,20276,753,134,96,55,16,62248.0
2024-12-30,Google Ads,Performance Max - New Customers,25575.0,18250,856,103,60,32,7,34584.0
2024-12-30,Google Ads,Search - Brand,20422.0,15838,770,66,39,21,5,27452.0
2024-12-30,Google Ads,Search - Non-Brand,26681.0,25087,1237,107,65,38,7,42345.0
2024-12-30,Google Ads,Shopping - Bestsellers,12700.0,15101,773,88,57,32,7,38132.0
2024-12-30,LinkedIn Ads,InMail - Account Based Marketing,14004.0,21555,111,6,5,3,1,21240.0
2024-12-30,LinkedIn Ads,Lead Gen Forms - Enterprise,18649.0,20674,196,12,9,5,1,17547.0
2024-12-30,LinkedIn Ads,Sponsored Content - Decision Makers,21984.0,16103,159,8,5,3,1,20923.0
2024-12-30,Meta Ads,Advantage+ Shopping,24106.0,72670,1904,105,52,27,4,19367.0
2024-12-30,Meta Ads,Prospecting - Lookalike 1%,23147.0,91013,1485,102,49,20,2,7429.0
2024-12-30,Meta Ads,Retargeting - Cart Abandoners,19986.0,75525,1475,132,78,33,5,22137.0
2024-12-30,Meta Ads,Video Views - Brand Awareness,13078.0,77399,1217,70,32,15,2,8895.0
2024-12-30,YouTube,Bumper Ads - Retargeting,10702.0,149572,1570,62,30,12,1,3560.0
2024-12-30,YouTube,Discovery Ads - Product Demo,14856.0,216406,2457,93,39,16,2,8860.0
2024-12-30,YouTube,In-Stream - Brand Awareness,15814.0,190714,2345,84,40,12,1,4346.0
2025-01-06,Affiliate,Cashback Partners,7789.0,36535,931,71,35,17,4,14986.0
2025-01-06,Affiliate,Content & Review Partners,10101.0,60688,1357,126,73,35,6,24618.0
2025-01-06,Affiliate,Coupon & Deals Partners,14200.0,82700,1662,136,76,31,6,26863.0
2025-01-06,Email,Abandoned Cart Series,2861.0,21104,568,120,78,51,15,45203.0
2025-01-06,Email,Post-Purchase Upsell,2362.0,21524,587,120,85,54,17,54032.0
2025-01-06,Email,Weekly Newsletter,3229.0,17066,598,135,86,58,20,87303.0
2025-01-06,Email,Win-Back Campaign,2006.0,22762,764,172,122,82,26,92506.0
2025-01-06,Google Ads,Performance Max - New Customers,27295.0,45837,1588,188,119,68,15,95112.0
2025-01-06,Google Ads,Search - Brand,18514.0,19353,963,113,68,37,7,45774.0
2025-01-06,Google Ads,Search - Non-Brand,29463.0,24795,958,88,51,24,4,18227.0
2025-01-06,Google Ads,Shopping - Bestsellers,12618.0,11201,518,53,32,17,3,18457.0
2025-01-06,LinkedIn Ads,InMail - Account Based Marketing,12133.0,13063,107,8,5,3,1,21071.0
2025-01-06,LinkedIn Ads,Lead Gen Forms - Enterprise,17196.0,32300,165,12,8,5,1,18706.0
2025-01-06,LinkedIn Ads,Sponsored Content - Decision Makers,20706.0,24866,139,10,7,4,1,17128.0
2025-01-06,Meta Ads,Advantage+ Shopping,19734.0,72520,1368,78,37,17,2,6087.0
2025-01-06,Meta Ads,Prospecting - Lookalike 1%,17556.0,70532,1115,94,43,21,4,17038.0
2025-01-06,Meta Ads,Retargeting - Cart Abandoners,16361.0,61441,1034,80,46,25,4,15032.0
2025-01-06,Meta Ads,Video Views - Brand Awareness,10674.0,36242,583,31,16,7,1,5004.0
2025-01-06,YouTube,Bumper Ads - Retargeting,8085.0,111405,1146,44,18,7,1,4905.0
2025-01-06,YouTube,Discovery Ads - Product Demo,13175.0,131880,1189,30,13,4,0,0.0
2025-01-06,YouTube,In-Stream - Brand Awareness,15049.0,106164,1405,55,21,8,1,4113.0
2025-01-13,Affiliate,Cashback Partners,6547.0,27413,783,59,32,13,3,14753.0
2025-01-13,Affiliate,Content & Review Partners,9296.0,52714,1779,108,62,32,7,25440.0
2025-01-13,Affiliate,Coupon & Deals Partners,10988.0,83765,2289,208,111,45,9,42237.0
2025-01-13,Email,Abandoned Cart Series,3099.0,18881,592,116,84,52,17,62383.0
2025-01-13,Email,Post-Purchase Upsell,2352.0,10571,454,89,57,33,9,37538.0
2025-01-13,Email,Weekly Newsletter,3037.0,19799,592,115,77,46,13,42619.0
2025-01-13,Email,Win-Back Campaign,2146.0,26260,722,148,107,61,20,70766.0
2025-01-13,Google Ads,Performance Max - New Customers,24457.0,21345,949,86,56,31,7,31941.0
2025-01-13,Google Ads,Search - Brand,15977.0,16404,801,79,51,30,6,36498.0
2025-01-13,Google Ads,Search - Non-Brand,24932.0,27979,1281,155,92,49,10,56194.0
2025-01-13,Google Ads,Shopping - Bestsellers,11730.0,15423,520,49,30,17,3,18676.0
2025-01-13,LinkedIn Ads,InMail - Account Based Marketing,10599.0,8524,69,5,3,2,1,21684.0
2025-01-13,LinkedIn Ads,Lead Gen Forms - Enterprise,17565.0,28395,162,11,7,4,1,17309.0
2025-01-13,LinkedIn Ads,Sponsored Content - Decision Makers,16320.0,13858,109,6,5,2,1,18280.0
2025-01-13,Meta Ads,Advantage+ Shopping,20586.0,74794,1576,124,67,29,4,15851.0
2025-01-13,Meta Ads,Prospecting - Lookalike 1%,19810.0,99792,1554,96,45,19,3,9652.0
